chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
1.8,2.5,3.8,4.4,3.1,명노해 교수님,인간공학,2018-1학기,전공필수
1.3,2.5,4.0,4.0,3.5,류홍서 교수님,OR-Ⅱ 및 실습,2018-1학기,전공필수
3.3,3.3,4.0,4.3,3.0,백준걸 교수님,데이터마이닝,2018-1학기,전공선택
3.3,2.2,3.6,3.9,1.6,서윤호 교수님,생산계획,2018-1학기,전공필수
2.2,3.3,3.5,3.3,3.9,이홍철 교수님,정보시스템설계,2018-1학기,전공필수
4.6,3.6,4.2,3.9,4.5,최인찬 교수님,최적화이론,2018-1학기,전공선택
4.3,3.7,2.1,2.4,2.1,장동식 교수님,시스템공학특론-Ⅰ,2018-1학기,전공선택
1.0,2.0,1.0,1.0,1.0,명노해 교수님,공학현장실습Ⅰ,2018-1학기,전공선택
5.0,3.5,3.3,2.5,2.0,이철웅 교수님,물류시스템설계,2018-1학기,전공선택
3.8,4.2,3.5,4.1,4.7,강필성 교수님,다변량분석(영강) (강의실:신공학관 224호),2018-1학기,전공선택
4.5,3.9,1.9,2.4,3.8,박종선 교수님,시스템분석,2018-1학기,전공선택
3.4,3.9,2.9,3.0,3.7,최인찬 교수님,시사경영과학,2018-1학기,전공선택
2.4,3.4,2.2,2.8,3.6,정태수 교수님,캡스톤디자인Ⅰ,2018-1학기,전공선택
4.0,3.2,4.2,3.9,3.4,강윤찬 교수님,물리화학I,2018-1학기,전공필수
1.5,4.1,3.2,2.6,2.5,이인환 교수님,물리화학I(영강),2018-1학기,전공필수
3.6,3.8,3.5,3.2,3.4,김웅 교수님,물리화학I(영강),2018-1학기,전공필수
1.2,4.0,4.4,3.9,4.0,이경진 교수님,재료수치해석(영강),2018-1학기,전공선택
5.0,3.3,3.3,3.9,4.4,장호 교수님,재료구조물성,2018-1학기,전공필수
4.6,2.8,3.3,3.7,4.1,서지훈 교수님,재료구조물성(영강),2018-1학기,전공필수
4.8,3.4,3.1,3.7,4.2,이종흔 교수님,생활속의신소재공학(영강),2018-1학기,전공선택
2.2,3.9,3.0,3.3,3.5,남산 교수님,공업수학I,2018-1학기,전공선택
4.6,2.7,3.3,3.3,3.6,서지훈 교수님,공업수학I(영강),2018-1학기,전공선택
4.9,3.3,2.7,3.0,3.1,임대순 교수님,세라믹재료개론,2018-1학기,전공선택
3.3,3.7,2.5,2.9,3.9,김웅 교수님,에너지환경재료(영강),2018-1학기,전공선택
1.3,4.0,3.1,3.2,4.2,이재승 교수님,유기재료화학(영강),2018-1학기,전공선택
4.4,4.4,3.4,3.5,3.5,오승주 교수님,X-선결정학(영강),2018-1학기,전공필수
1.9,3.4,3.8,3.5,2.7,남산 교수님,전자및반도체재료공학,2018-1학기,전공필수
4.6,3.1,3.7,3.7,2.6,변동진 교수님,전자및반도체재료공학,2018-1학기,전공필수
5.0,3.0,3.0,4.0,2.0,이종흔 교수님,재료공학실험I,2018-1학기,전공필수
4.0,4.3,3.0,3.0,3.0,남산 교수님,재료공학실험I,2018-1학기,전공필수
3.5,3.8,2.5,2.3,2.0,강윤찬 교수님,재료공학실험I,2018-1학기,전공필수
3.0,4.0,1.0,1.0,4.0,윤우영 교수님,재료공학실험I,2018-1학기,전공필수
5.0,4.0,1.0,1.0,4.0,이경진 교수님,재료공학실험I,2018-1학기,전공필수
3.7,3.3,1.3,1.3,2.3,이인환 교수님,재료공학실험I,2018-1학기,전공필수
2.8,2.7,2.7,2.7,2.9,윤호규 교수님,고분자재료구조물성,2018-1학기,전공선택
