chulseok,grade,difficulty,load,achievement,proff,className,sem,classtype
5.0,4.0,3.0,4.0,5.0,이광렬 교수님,일반화학실험 산업경영공학 '17학번(CHEM155 재수강),2017-1학기,교양
5.0,3.0,3.3,4.3,2.3,이석중 교수님,일반화학실험 기계공학 '17학번 (1-64)(CHEM155 재수강),2017-1학기,교양
5.0,3.0,5.0,5.0,1.0,우한영 교수님,일반화학실험 기계공학 '17학번 (65-끝),2017-1학기,교양
5.0,4.0,1.0,3.0,4.0,우한영 교수님,일반화학실험 기계공학 '17학번 (65-끝),2017-1학기,교양
5.0,3.0,3.5,3.5,4.0,우한영 교수님,일반화학실험 기계공학 '17학번 (65-끝),2017-1학기,교양
5.0,4.0,4.0,3.0,3.0,이광렬 교수님,일반화학실험 산업경영공학 '17학번(CHEM155 재수강),2017-1학기,교양
5.0,3.4,3.8,3.8,2.0,이광렬 교수님,일반화학실험 산업경영공학 '17학번(CHEM155 재수강),2017-1학기,교양
5.0,4.0,3.0,3.0,4.0,윤효재 교수님,일반화학실험 의예과 '17학번,2017-1학기,교양
3.0,5.0,2.0,2.0,3.0,이석중 교수님,일반화학실험 의예과 '17학번,2017-1학기,교양
5.0,3.5,4.0,2.8,3.3,서지은 교수님,지구환경과학실험I,2017-1학기,교양
4.3,4.7,2.0,1.7,3.4,김재훈 교수님,지구환경과학실험I,2017-1학기,교양
5.0,4.8,3.0,3.0,3.8,안향식 교수님,지구환경과학실험I,2017-1학기,교양
4.8,4.4,2.6,2.0,4.2,박진오 교수님,지구환경과학실험I,2017-1학기,교양
4.0,3.8,2.3,2.5,3.8,김창성 교수님,지구환경과학실험I,2017-1학기,교양
5.0,4.3,2.0,1.3,3.4,오준섭 교수님,지구환경과학실험I,2017-1학기,교양
5.0,3.3,4.0,4.0,2.0,이경민 교수님,"일반물리학실험Ⅰ 이과대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,3.0,3.0,4.0,김준영 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,4.0,5.0,4.0,박진성 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.7,4.0,4.3,3.0,박진성 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,5.0,5.0,1.0,김현 교수님,"일반물리학실험Ⅰ 공과대 기계('17학번 601 ~ 696), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.7,3.7,5.0,3.3,이정엽 교수님,"일반물리학실험Ⅰ 공과대 전기전자('17학번 901 ~ 981), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,5.0,5.0,3.0,BENARD MULILO 교수님,일반물리학실험Ⅰ(영강) 외국인반 (※ 내국인은 한국어 불가능자만 수강 허용),2017-1학기,교양
5.0,3.0,4.0,4.5,5.0,이상학 교수님,"일반물리학실험Ⅰ 이과대('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
3.0,3.0,3.0,3.0,3.0,이상학 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
4.0,4.0,3.0,4.0,4.0,이서주 교수님,"일반물리학실험Ⅰ 공과대 화공생명('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,3.0,5.0,5.0,4.0,서명호 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.0,3.0,3.0,2.0,김성은 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자",2017-1학기,교양
2.5,2.5,2.0,3.0,2.5,박수영 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 101 ~ 190), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,2.5,3.5,4.0,3.0,이학봉 교수님,"일반물리학실험Ⅰ 공과대 신소재('17학번 191 ~ 끝), '17학번외 재수강/미이수자",2017-1학기,교양
5.0,4.0,4.0,4.0,5.0,김현 교수님,"일반물리학실험Ⅰ 공과대 건축사회환경('17학번), '17학번외 재수강/미이수자",2017-1학기,교양
