,ProfessorName,className
1700,Zoe Ksan Rubadeau 교수님,"ACADEMIC ENGLISH I(영강) 전기전자공학부1, 982-1008"
1701,Steven Lees 교수님,"ACADEMIC ENGLISH I(영강) 전기전자공학부1, 1009-1035"
1702,Steven Haldane 교수님,"ACADEMIC ENGLISH I(영강) 전기전자공학부1, 1036-1062"
1703,Steven Haldane 교수님,"ACADEMIC ENGLISH I(영강) 전기전자공학부1, 1063-끝"
1704,Naheen Madarbakus 교수님,"ACADEMIC ENGLISH I(영강) 의예1, 1-30"
1705,Naheen Madarbakus 교수님,"ACADEMIC ENGLISH I(영강) 의예1, 31-60"
1706,Karen Best 교수님,"ACADEMIC ENGLISH I(영강) 의예1, 61-90"
1707,Christine Aitken 교수님,"ACADEMIC ENGLISH I(영강) 교육1, 23-44"
1708,Heather L. Reichmuth 교수님,"ACADEMIC ENGLISH I(영강) 국교1, 101-130"
1709,Karl M. Johnson 교수님,"ACADEMIC ENGLISH I(영강) 지교1, 301-325"
1710,Karl M. Johnson 교수님,"ACADEMIC ENGLISH I(영강) 국교1, 131-끝지교1, 326-끝"
1711,Rockwell H. Stewart 교수님,"ACADEMIC ENGLISH I(영강) 영교1, 201-222"
1712,Karl M. Johnson 교수님,"ACADEMIC ENGLISH I(영강) 영교1, 223-244"
1713,Christine Aitken 교수님,"ACADEMIC ENGLISH I(영강) 영교1, 245-끝"
1714,Rockwell H. Stewart 교수님,"ACADEMIC ENGLISH I(영강) 역교1, 401-끝"
1715,Rockwell H. Stewart 교수님,"ACADEMIC ENGLISH I(영강) 가교1, 501-522"
1716,Karl M. Johnson 교수님,"ACADEMIC ENGLISH I(영강) 교육1, 45-끝가교1, 523-끝"
1717,Zoltan Paul Jambor 교수님,"ACADEMIC ENGLISH I(영강) 체교1, 741-끝"
1718,Rockwell H. Stewart 교수님,"ACADEMIC ENGLISH I(영강) 수교1, 601-620"
1719,Heather L. Reichmuth 교수님,"ACADEMIC ENGLISH I(영강) 수교1, 621-끝"
1720,Manuel Lara 교수님,"ACADEMIC ENGLISH I(영강) 간호1, 1-23"
1721,Manuel Lara 교수님,"ACADEMIC ENGLISH I(영강) 간호1, 24-46"
1722,David M. Duke 교수님,"ACADEMIC ENGLISH I(영강) 간호1, 47-끝"
1723,William du Plessis 교수님,"ACADEMIC ENGLISH I(영강) 컴퓨터1, 1-28"
1724,Terence W. Clark 교수님,"ACADEMIC ENGLISH I(영강) 컴퓨터1, 29-56"
1725,Terence W. Clark 교수님,"ACADEMIC ENGLISH I(영강) 컴퓨터1, 57-84"
1726,Terence W. Clark 교수님,"ACADEMIC ENGLISH I(영강) 컴퓨터1, 85-112"
1727,Zoe Ksan Rubadeau 교수님,"ACADEMIC ENGLISH I(영강) 컴퓨터1, 113-끝"
1728,Darrell L. Enright 교수님,"ACADEMIC ENGLISH I(영강) 사이버국방학과 1, 1-끝"
1729,Zoltan Paul Jambor 교수님,"ACADEMIC ENGLISH I(영강) 디자인조형학부 1, 1-27"
1730,Heather L. Reichmuth 교수님,"ACADEMIC ENGLISH I(영강) 디자인조형학부 1, 28-끝"
1731,Mark Robert Eade 교수님,"ACADEMIC ENGLISH I(영강) 국제학부 1, 1-끝"
1732,Peter S. Sylvestre 교수님,"ACADEMIC ENGLISH I(영강) 미디어학부 1, 1-31"
1733,Richard David Treat 교수님,"ACADEMIC ENGLISH I(영강) 미디어학부 1, 32-62"
1734,Richard David Treat 교수님,"ACADEMIC ENGLISH I(영강) 미디어학부 1, 63-끝"
1735,James L. Reading 교수님,"ACADEMIC ENGLISH I(영강) 바이오의공학부1, 1-22"
1736,James L. Reading 교수님,"ACADEMIC ENGLISH I(영강) 바이오의공학부1, 23-44"
1737,Zane Carl Ivy 교수님,"ACADEMIC ENGLISH I(영강) 바이오의공학부1, 45-끝"
1738,Manuel Lara 교수님,"ACADEMIC ENGLISH I(영강) 바이오시스템의과학부1, 1-22"
1739,Zane Carl Ivy 교수님,"ACADEMIC ENGLISH I(영강) 바이오시스템의과학부1, 23-44"
1740,James L. Reading 교수님,"ACADEMIC ENGLISH I(영강) 바이오시스템의과학부1, 45-끝"
1741,Michael D. Blackwood 교수님,"ACADEMIC ENGLISH I(영강) 보건환경융합과학부1, 1-30"
1742,David M. Docherty 교수님,"ACADEMIC ENGLISH I(영강) 자유전공 1, 79-끝"
1743,Michael D. Blackwood 교수님,"ACADEMIC ENGLISH I(영강) 보건환경융합과학부1, 31-60"
1744,Manuel Lara 교수님,"ACADEMIC ENGLISH I(영강) 보건환경융합과학부1, 61-90"
1745,Zane Carl Ivy 교수님,"ACADEMIC ENGLISH I(영강) 보건환경융합과학부1, 91-끝"
1746,David M. Duke 교수님,"ACADEMIC ENGLISH I(영강) 보건정책관리학부1, 1-27"
1747,David M. Duke 교수님,"ACADEMIC ENGLISH I(영강) 보건정책관리학부1, 28-54"
1748,Michael D. Blackwood 교수님,"ACADEMIC ENGLISH I(영강) 보건정책관리학부1, 55-끝"
1749,Jean-Luc Leese 교수님,"ACADEMIC ENGLISH I(영강) 자유전공 1, 1-26"
1750,David M. Docherty 교수님,"ACADEMIC ENGLISH I(영강) 자유전공 1, 27-52"
1751,Jean-Luc Leese 교수님,"ACADEMIC ENGLISH I(영강) 자유전공 1, 53-78"
1752,Liam Peter Ring 교수님,"ACADEMIC ENGLISH I(영강) 의예1, 91-끝"
1753,Darius Goodwin 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1754,Benjamin Fallon 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1755,Gil Michael Ian Coombe 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1756,Thomas Walsh 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1757,Paulette M. Hawkins 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1758,Peter L. Sinclair 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1759,Liam Peter Ring 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1760,Russell Mason 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1761,Steven Lees 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1762,David W. Wellbaum 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1763,Stephen George Bew 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1764,Heather L. Reichmuth 교수님,ACADEMIC ENGLISH I(영강) 2012-2017학번(초급반 Foundation Level)
1765,Darrell L. Enright 교수님,ACADEMIC ENGLISH I(영강) 중급 재수강반(신입생 외)
1766,David M. Docherty 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Intermediate)
1767,Mark Robert Eade 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Intermediate)
1768,David M. Duke 교수님,ACADEMIC ENGLISH ∥(영강) 중급 재수강반(신입생 외)
1769,James L. Reading 교수님,ACADEMIC ENGLISH ∥(영강) 중급 재수강반(신입생 외)
1770,Zoe Ksan Rubadeau 교수님,ACADEMIC ENGLISH ∥(영강) 중급 재수강반(신입생 외)
1771,Nancie McKinnon 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Foundation)
1772,Jean-Luc Leese 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Foundation)
1773,Zane Carl Ivy 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Foundation)
1774,Steven Haldane 교수님,ACADEMIC ENGLISH ∥(영강) International Students Only(Foundation)
1775,Richard David Treat 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1776,Dara Seamus Fox 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1777,Alexander Vos 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1778,Kenton Alan Lee 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1779,Kirstie Bromenshenk 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1780,Michael D. Blackwood 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1781,Terence W. Clark 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1782,Zoltan Paul Jambor 교수님,Advanced Academic English(영강) 2012-2017학번(고급반 Advanced Level)
1783,박세호 교수님,"생명의이해 생명과학대학, 보건과학대학, 의과대학, 간호대학 수강 불가"
1784,나흥식 교수님,생물학적인간
1785,김지형 교수님,환경과사회
1786,유철상 교수님,자연재해의이해
1787,김승욱 교수님,바이오산업과생명공학기술
1788,박천호 교수님,생활원예
1789,변우혁 교수님,산림과환경
1790,"이철,서용원 교수님",인간과식량
1791,조기종 교수님,21C환경문제이해
1792,고용 교수님,性의과학적이해 강의실 변경(교양관304호)
1793,정남현 교수님,생활속의생물학
1794,신현동 교수님,곰팡이와인간
1795,심우경 교수님,"식물,인간,환경"
1796,홍기창 교수님,생명과유전의이해
1797,김익환 교수님,생명공학에서바라본인체의신비(영강)
1798,장효일 교수님,식품과건강
1799,민병경 교수님,과학기술의논쟁(영강)
1800,박우준 교수님,미생물과미래융합기술
1801,배연재 교수님,생물다양성과진화
1802,손용석 교수님,인간과동물
1803,석흥일 교수님,기계학습의이해와응용(영강)
1804,Christian Wallraven 교수님,"실험의과학-데이터에기반한인간의감정,믿음,행동에관한이해(영강)"
1805,임희석 교수님,컴퓨팅사고력과일상의빅데이터 정보대학 학생 수강 금지
1806,윤범철 교수님,움직임과건강
1807,고형진 교수님,한국현대시산책
1808,김재혁 교수님,한국시속에살아있는독일문학
1809,장효현 교수님,한국고전문학과배경사상
1810,오형엽 교수님,한국의젊은시인들 MOOC
1811,류경선 교수님,현대음악의이해
1812,임준철 교수님,"한시,영화와엮어읽기"
1813,류경선 교수님,클래식음악의이해와감상
1814,최귀묵 교수님,문학의창으로본베트남
1815,김승현 교수님,사진과탈근대사회
1816,빈동철 교수님,"사고와표현Ⅰ 경영1, 1-34"
1817,정제호 교수님,"사고와표현Ⅰ 경영1, 35-68"
1818,강경덕 교수님,"사고와표현Ⅰ 경영1, 69-102"
1819,강경덕 교수님,"사고와표현Ⅰ 경영1, 103-136"
1820,이남면 교수님,"사고와표현Ⅰ 경영1, 137-170"
1821,이국진 교수님,"사고와표현Ⅰ 경영1, 171-204"
1822,소병일 교수님,"사고와표현Ⅰ 경영1, 205-238"
1823,강혜정 교수님,"사고와표현Ⅰ 경영1, 239-272"
1824,김진경 교수님,"사고와표현Ⅰ 경영1, 273-306"
1825,장민정 교수님,"사고와표현Ⅰ 경영1, 307-340"
1826,김근호 교수님,"사고와표현Ⅰ 경영1, 341-끝"
1827,전도현 교수님,"사고와표현Ⅰ 국문1, 1-33"
1828,이남면 교수님,"사고와표현Ⅰ 국문1, 34-끝"
1829,박금숙 교수님,"사고와표현Ⅰ 철학1, 1-30"
1830,진은경 교수님,"사고와표현Ⅰ 철학1, 31-끝, 사학1, 31-끝"
1831,이상재 교수님,"사고와표현Ⅰ 한국사학1, 1-끝."
1832,류경동 교수님,"사고와표현Ⅰ 사학1, 1-30"
1833,이채경 교수님,"사고와표현Ⅰ 심리1, 1-30"
1834,류경동 교수님,"사고와표현Ⅰ 심리1, 31-끝"
1835,양선진 교수님,"사고와표현Ⅰ 사회1, 1-28"
1836,임정식 교수님,"사고와표현Ⅰ 사회1, 29-56"
1837,강영미 교수님,"사고와표현Ⅰ 사회1, 57-끝"
1838,허연실 교수님,"사고와표현Ⅰ 한문1, 1-끝"
1839,강경덕 교수님,"사고와표현Ⅰ 영문1, 1-29"
1840,김희선 교수님,"사고와표현Ⅰ 영문1, 30-58"
1841,정제호 교수님,"사고와표현Ⅰ 영문1, 59-87"
1842,허영진 교수님,"사고와표현Ⅰ 영문1, 88-끝"
1843,김정숙 교수님,"사고와표현Ⅰ 독문1, 1-27"
1844,김연수 교수님,"사고와표현Ⅰ 불문1, 1-27"
1845,유호진 교수님,"사고와표현Ⅰ 불문1, 28-끝, 독문1, 28-끝"
1846,김도환 교수님,"사고와표현Ⅰ 중문1, 1-33"
1847,박명옥 교수님,"사고와표현Ⅰ 중문1, 34-끝"
1848,김태웅 교수님,"사고와표현Ⅰ 노문1, 1-28"
1849,양승이 교수님,"사고와표현Ⅰ 노문1, 29-끝, 일문1, 31-끝"
1850,김태웅 교수님,"사고와표현Ⅰ 일문1, 1-30"
1851,김도환 교수님,"사고와표현Ⅰ 서문1, 1-28"
1852,황치복 교수님,"사고와표현Ⅰ 서문1, 29-끝"
1853,임정식 교수님,"사고와표현Ⅰ 언어1, 1-끝"
1854,전성희 교수님,"사고와표현Ⅰ 생명과학부1, 001-028"
1855,권혁명 교수님,"사고와표현Ⅰ 생명과학부1, 029-056"
1856,장정희 교수님,"사고와표현Ⅰ 생명과학부1, 057-084"
1857,편상범 교수님,"사고와표현Ⅰ 생명과학부1, 085-끝"
1858,김정석 교수님,"사고와표현Ⅰ 생명공학부1, 201-230"
1859,김선영 교수님,"사고와표현Ⅰ 생명공학부1, 231-260"
1860,이상재 교수님,"사고와표현Ⅰ 생명공학부1, 261-290"
1861,김희진 교수님,"사고와표현Ⅰ 생명공학부1, 291-끝"
1862,김정석 교수님,"사고와표현Ⅰ 식품공학과1, 401-424"
1863,곽승숙 교수님,"사고와표현Ⅰ 식품공학과1, 425-끝"
1864,전도현 교수님,"사고와표현Ⅰ 환경생태공학부1, 501-524"
1865,김화성 교수님,"사고와표현Ⅰ 환경생태공학부1, 525-548"
1866,김정석 교수님,"사고와표현Ⅰ 환경생태공학부1, 549-끝"
1867,김희진 교수님,"사고와표현Ⅰ 식품자원경제1, 601-634"
1868,편상범 교수님,"사고와표현Ⅰ 식품자원경제1, 635-끝"
1869,홍은영 교수님,사고와표현Ⅰ 정외 1-30
1870,신향림 교수님,사고와표현Ⅰ 정외 31-60
1871,정경재 교수님,사고와표현Ⅰ 정외 61-끝
1872,박금숙 교수님,사고와표현Ⅰ 경제 1-30
1873,진은경 교수님,사고와표현Ⅰ 경제 31-60
1874,양승이 교수님,사고와표현Ⅰ 경제 61-90
1875,류경동 교수님,사고와표현Ⅰ 경제 91-120
1876,강동석 교수님,사고와표현Ⅰ 통계 1-30
1877,박명옥 교수님,사고와표현Ⅰ 통계 31-60
1878,김근호 교수님,"사고와표현Ⅰ 통계 61-끝, 경제 121-끝"
1879,장민정 교수님,사고와표현Ⅰ 행정 1-30
1880,강동석 교수님,사고와표현Ⅰ 행정 31-60
1881,박금숙 교수님,사고와표현Ⅰ 행정 61-끝
1882,이청 교수님,"사고와표현Ⅰ 수학1, 1-24"
1883,허영진 교수님,"사고와표현Ⅰ 수학1, 25-끝"
1884,윤종선 교수님,"사고와표현Ⅰ 물리1, 1-24"
1885,이청 교수님,"사고와표현Ⅰ 물리1, 25-끝"
1886,서한용 교수님,"사고와표현Ⅰ 화학1, 1-24"
1887,오현화 교수님,"사고와표현Ⅰ 화학1, 25-끝"
1888,김선영 교수님,"사고와표현Ⅰ 지구환경과학1, 1-20"
1889,김형중 교수님,"사고와표현Ⅰ 지구환경과학1, 21-끝"
1890,황치복 교수님,"사고와표현Ⅰ 화공생명1, 1-32"
1891,여금미 교수님,"사고와표현Ⅰ 화공생명1, 33-64"
1892,윤종선 교수님,"사고와표현Ⅰ 화공생명1, 65-끝"
1893,강경호 교수님,"사고와표현Ⅰ 신소재1, 101-130"
1894,조종화 교수님,"사고와표현Ⅰ 신소재1, 131-160"
1895,조민하 교수님,"사고와표현Ⅰ 신소재1, 161-190"
1896,곽승숙 교수님,"사고와표현Ⅰ 신소재1, 191-220"
1897,황치복 교수님,"사고와표현Ⅰ 신소재1, 221-끝"
1898,곽승숙 교수님,"사고와표현Ⅰ 건축사회환경1, 301-328"
1899,김화성 교수님,"사고와표현Ⅰ 건축사회환경1, 329-356"
1900,심재숙 교수님,"사고와표현Ⅰ 건축사회환경1, 357-384"
1901,서한용 교수님,"사고와표현Ⅰ 건축사회환경1,385-끝, 건축학1, 501-515"
1902,하재연 교수님,"사고와표현Ⅰ 건축학1, 516-끝"
1903,강경호 교수님,"사고와표현Ⅰ 기계공학부1, 601-632"
1904,윤종선 교수님,"사고와표현Ⅰ 기계공학부1, 633-664"
1905,이청 교수님,"사고와표현Ⅰ 기계공학부1, 665-696"
1906,이주라 교수님,"사고와표현Ⅰ 기계공학부1, 697-728"
1907,강영미 교수님,"사고와표현Ⅰ 기계공학부1, 729-끝"
1908,강철 교수님,"사고와표현Ⅰ 산업경영공학부1, 801-830"
1909,하영우 교수님,"사고와표현Ⅰ 산업경영공학부1, 831-끝"
1910,장정수 교수님,"사고와표현Ⅰ 전기전자공학부1, 901-927"
1911,조해옥 교수님,"사고와표현Ⅰ 전기전자공학부1, 928-954"
1912,김영애 교수님,"사고와표현Ⅰ 전기전자공학부1, 955-981"
1913,양선진 교수님,"사고와표현Ⅰ 전기전자공학부1, 982-1008"
1914,이아라 교수님,"사고와표현Ⅰ 의예1, 91-끝"
1915,강영미 교수님,"사고와표현Ⅰ 전기전자공학부1, 1009-1035"
1916,김제란 교수님,"사고와표현Ⅰ 전기전자공학부1, 1036-1062"
1917,강철 교수님,"사고와표현Ⅰ 전기전자공학부1, 1063-끝"
1918,하영우 교수님,"사고와표현Ⅰ 의예1, 1-30"
1919,김희선 교수님,"사고와표현Ⅰ 의예1, 31-60"
1920,이아라 교수님,"사고와표현Ⅰ 의예1, 61-90"
1921,황정현 교수님,"사고와표현Ⅰ 교육1, 1-22"
1922,문선영 교수님,"사고와표현Ⅰ 교육1, 23-44 / 2017.2.24 강의실 변경"
1923,양승이 교수님,"사고와표현Ⅰ 국교1, 101-130"
1924,장정희 교수님,"사고와표현Ⅰ 지교1, 301-325"
1925,장정희 교수님,"사고와표현Ⅰ 국교1, 131-끝, 지교1, 326-끝"
1926,강동석 교수님,"사고와표현Ⅰ 영교1, 201-222"
1927,박명옥 교수님,"사고와표현Ⅰ 영교1, 223-244"
1928,양윤의 교수님,"사고와표현Ⅰ 영교1, 245-끝"
1929,장민정 교수님,"사고와표현Ⅰ 역교1, 401-끝"
1930,김태웅 교수님,"사고와표현Ⅰ 가교1, 501-522"
1931,유호진 교수님,"사고와표현Ⅰ 교육1, 45-끝, 가교1, 523-끝"
1932,임정식 교수님,"사고와표현Ⅰ 체교1, 체육특기자1"
1933,진은경 교수님,"사고와표현Ⅰ 체교1, 701-740"
1934,허연실 교수님,"사고와표현Ⅰ 체교1, 741-끝"
1935,양윤의 교수님,"사고와표현Ⅰ 수교1, 601-620"
1936,김근호 교수님,"사고와표현Ⅰ 수교1, 621-끝"
1937,최은영 교수님,"사고와표현Ⅰ 간호1, 1-23"
1938,문선영 교수님,"사고와표현Ⅰ 간호1, 24-46"
1939,황정현 교수님,"사고와표현Ⅰ 간호1, 47-끝"
1940,빈동철 교수님,"사고와표현Ⅰ 컴퓨터1, 1-28"
1941,홍은영 교수님,"사고와표현Ⅰ 컴퓨터1, 29-56"
1942,장정수 교수님,"사고와표현Ⅰ 컴퓨터1, 57-84"
1943,전도현 교수님,"사고와표현Ⅰ 컴퓨터1, 85-112"
1944,김혜령 교수님,"사고와표현Ⅰ 컴퓨터1, 113-끝"
1945,오현화 교수님,"사고와표현Ⅰ 사이버국방학과 1, 1-끝"
1946,양윤의 교수님,"사고와표현Ⅰ 디자인조형학부 1, 1-27"
1947,최창원 교수님,"사고와표현Ⅰ 디자인조형학부 1, 28-끝"
1948,차준경 교수님,"사고와표현Ⅰ 국제학부 1, 1-25"
1949,김형중 교수님,"사고와표현Ⅰ 국제학부 1, 26-끝"
1950,김화성 교수님,"사고와표현Ⅰ 미디어학부 1, 1-31"
1951,김형중 교수님,"사고와표현Ⅰ 미디어학부 1, 32-62"
1952,하재연 교수님,"사고와표현Ⅰ 미디어학부 1, 63-끝"
1953,하재연 교수님,"사고와표현Ⅰ 바이오의공학부1, 1-22"
1954,김선영 교수님,"사고와표현Ⅰ 바이오의공학부1, 23-44"
1955,박진영 교수님,"사고와표현Ⅰ 바이오의공학부1, 45-끝"
1956,서정화 교수님,"사고와표현Ⅰ 바이오시스템의과학부1, 1-22"
1957,김영애 교수님,"사고와표현Ⅰ 바이오시스템의과학부1, 23-44"
1958,장정수 교수님,"사고와표현Ⅰ 바이오시스템의과학부1, 45-끝"
1959,박진영 교수님,"사고와표현Ⅰ 보건환경융합과학부1, 1-30"
1960,유호진 교수님,"사고와표현Ⅰ 자유전공 1, 79-끝"
1961,박진영 교수님,"사고와표현Ⅰ 보건환경융합과학부1, 31-60"
1962,박종우 교수님,"사고와표현Ⅰ 보건환경융합과학부1, 61-90"
1963,허영진 교수님,"사고와표현Ⅰ 보건환경융합과학부1, 91-끝"
1964,서한용 교수님,"사고와표현Ⅰ 보건정책관리학부1, 1-27"
1965,권혁명 교수님,"사고와표현Ⅰ 보건정책관리학부1, 28-54"
1966,김제란 교수님,"사고와표현Ⅰ 보건정책관리학부1, 55-끝"
1967,조종화 교수님,"사고와표현Ⅰ 자유전공 1, 1-26"
1968,여금미 교수님,"사고와표현Ⅰ 자유전공 1, 27-52"
1969,김연수 교수님,"사고와표현Ⅰ 자유전공 1, 53-78"
1970,김신정 교수님,사고와표현Ⅰ 재수강/미이수자반
1971,한세정 교수님,사고와표현Ⅰ 재수강/미이수자반
1972,정제호 교수님,사고와표현Ⅰ 재수강/미이수자반
1973,빈동철 교수님,"사고와표현Ⅱ 인문계 재수강/미이수:문대,사대(수교 제외),디자인,자유전공"
1974,여금미 교수님,"사고와표현Ⅱ 인문계 재수강/미이수:문대,사대(수교 제외),디자인,자유전공"
1975,이채경 교수님,"사고와표현Ⅱ 2016-2 신입생:문대,사대(수교 제외),디자인,자유전공"
1976,김희진 교수님,"사고와표현Ⅱ 사회계 재수강/미이수:법대,경영대,정경대, 미디어,국제,식자경,보건정책관리"
1977,차준경 교수님,"사고와표현Ⅱ 사회계 재수강/미이수:법대,경영대,정경대, 미디어,국제,식자경,보건정책관리"
1978,권선경 교수님,"사고와표현Ⅱ 2016-2 신입생:법대,경영대,정경대, 미디어,국제,식자경,보건정책관리"
1979,김혜령 교수님,"사고와표현Ⅱ 자연계 재수강/미이수:생과대(식자경 제외),이과대,공대,간호,의대,정보대,보과대,수교"
1980,연희원 교수님,"사고와표현Ⅱ 자연계 재수강/미이수:생과대(식자경 제외),이과대,공대,간호,의대,정보대,보과대,수교"
1981,김도환 교수님,"사고와표현Ⅱ 2016-2 신입생:생과대(식자경 제외),이과대,공대,간호,의대,정보대,보과대,수교"
1982,양태영 교수님,사고와표현Ⅰ 외국인특별반(초급) International Students Only(Foundation)
1983,한하림 교수님,사고와표현Ⅰ 외국인특별반(중급) International Students Only(Intermediate)
1984,조수진 교수님,사고와표현Ⅰ 외국인특별반(중급) International Students Only(Intermediate)
1985,장미정 교수님,사고와표현Ⅰ 외국인특별반(중급) International Students Only(Intermediate)
1986,이주미 교수님,사고와표현Ⅰ 외국인특별반(중급) International Students Only(Intermediate)
1987,윤혜지 교수님,사고와표현Ⅰ 외국인특별반(중급) International Students Only(Intermediate)
1988,채윤미 교수님,사고와표현Ⅰ 외국인특별반(고급) International Students Only(Advanced)
1989,이연정 교수님,사고와표현Ⅰ 외국인특별반(고급) International Students Only(Advanced)
1990,박현진 교수님,사고와표현Ⅰ 외국인특별반(고급) International Students Only(Advanced)
1991,류선숙 교수님,사고와표현Ⅱ 외국인특별반(중급) International Students Only(Intermediate)
1992,박정은 교수님,사고와표현Ⅱ 외국인특별반(중급) International Students Only(Intermediate)
1993,이은희 교수님,사고와표현Ⅱ 외국인특별반(중급) International Students Only(Intermediate)
1994,조수진 교수님,사고와표현Ⅱ 외국인특별반(중급) International Students Only(Intermediate)
1995,이경애 교수님,사고와표현Ⅱ 외국인특별반(고급) International Students Only(Advanced)
1996,이선영 교수님,사고와표현Ⅱ 외국인특별반(고급) International Students Only(Advanced)
1997,이지혜 교수님,사고와표현Ⅱ 외국인특별반(고급) International Students Only(Advanced)
1998,안효질 교수님,생활속의지적재산권
1999,신영호 교수님,고령사회와법
2000,김경근 교수님,한국의사회변동과교육
2001,남영우 교수님,세계화시대의도시와국토
2002,이상민 교수님,인간관계론
2003,홍영기 교수님,범죄와사회
2004,서승원 교수님,일본과동아시아
2005,강병근 교수님,"국제사회와법,그리고한국"
2006,김상희 교수님,마음의과학(영강)
2007,김희강 교수님,여성학
2008,강진웅 교수님,북한사회를이해하기
2009,장하성 교수님,한국의시장경제와자본주의의이해
2010,Asif H. Qureshi 교수님,General International Economic Law(영강)
2011,이정남 교수님,중국의대외정책과동아시아국제관계
2012,Judith Janna Maertens 교수님,독일문화와독일법(영강)
2013,김영근 교수님,세계화와지역주의
2014,김용중 교수님,시장경제와법
2015,이진규 교수님,현대기업경영
2016,심재숙 교수님,한국고전의세계
2017,전성희 교수님,비교문학의이해
2018,김화경 교수님,한국문학과세계문학
2019,이현경 교수님,한국근대문학과영화
2020,송은주 교수님,한국민요와대중가요
2021,장수경 교수님,아동청소년문학의이해
2022,이주미 교수님,학업한국어말하기 (외국인만 수강)
2023,한하림 교수님,학업한국어말하기 (외국인만 수강)
2024,김수은 교수님,학업한국어말하기 (외국인만 수강)
2025,이은희 교수님,학업한국어듣기 (외국인만 수강)
2026,이연정 교수님,학업한국어듣기 (외국인만 수강)
2027,공하림 교수님,학업한국어듣기 (외국인만 수강)
2028,정경재 교수님,한국어의역사
2029,도원영 교수님,한국어의사소통능력과리더십
2030,강웅식 교수님,한국현대문학의쟁점들
2031,박영민 교수님,한국고전문학과역사기행
2032,황정현 교수님,문학과여성
2033,서태길 교수님,한국어어문규범의이해와적용
2034,최은영 교수님,한국근대문학과도시
2035,유영현 교수님,영미단편강독
2036,김성훈 교수님,영미대중문학읽기
2037,장문정 교수님,문학과철학
2038,김경수 교수님,경제와윤리
2039,"김성호,마해륜 교수님",철학이란무엇인가?
2040,이병철 교수님,서양사상의이해
2041,홍경실 교수님,서양사상TopicCourse
2042,오지은 교수님,그리스신화와비극
2043,김근호 교수님,한국사상산책
2044,강용수 교수님,문화의철학적이해
2045,강경덕 교수님,현대사회의윤리적쟁점들
2046,김성호 교수님,현대사회의윤리적쟁점들
2047,최순필 교수님,과학의철학적이해
2048,홍은영 교수님,영상예술의철학적이해
2049,편상범 교수님,희랍어
2050,고경주 교수님,라틴어
2051,반기현 교수님,라틴어
2052,손태창 교수님,라틴어
2053,함형석 교수님,산스크리트어
2054,김경수 교수님,미학입문
2055,전영삼 교수님,논리학입문
2056,김재숙 교수님,동양예술의철학적이해
2057,이병욱 교수님,불교와현대사회
2058,김근호 교수님,한국고전의철학적이해
2059,허인욱 교수님,과학과기술로본한국사
2060,박은숙 교수님,서울지역의향토문화
2061,신선혜 교수님,한국전통문화의이해
2062,허인욱 교수님,한국전통문화의이해
2063,김창현 교수님,한국전통문화의이해
2064,이동훈 교수님,한국전통문화의이해
2065,최진욱 교수님,한국인의역사인식
2066,이송순 교수님,한국인의역사인식
2067,송병권 교수님,한국인의역사인식
2068,조형열 교수님,한국근현대민족운동사
2069,현광호 교수님,한국근현대민족운동사
2070,이동훈 교수님,한국역사의국제적환경
2071,박진 교수님,한국역사상의전쟁과평화
2072,김순남 교수님,조선왕조실록의세계
2073,김소영 교수님,한국사와개혁운동
2074,신용옥 교수님,한국사와개혁운동
2075,박윤진 교수님,삼국사기와고려사의이해
2076,이석현 교수님,동아시아문명사
2077,오인영 교수님,유럽지성사
2078,김진우 교수님,실크로드와동서문화교류
2079,김호 교수님,중국여성사
2080,서민교 교수님,한일교류의역사
2081,이호현 교수님,중국근현대의개혁과혁명
